# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  2
15  5
20  3
25  1
30  2
35  2
40  2
45  3
50  3
55  3
60  3
65  3
70  4
75  1
80  0
85  0
90  0
95  1
100  3
105  1
110  1
115  1
120  1
125  1
130  0
135  1
140  2
145  1
150  2
155  2
160  1
165  1
170  1
175  2
