# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  2
20  6
25  1
30  0
35  0
40  0
45  0
50  1
55  0
60  0
65  0
70  0
75  0
80  0
85  1
90  0
95  0
100  0
105  0
110  0
115  1
120  1
125  1
130  0
135  0
140  0
145  0
150  1
155  1
160  1
165  1
170  0
175  0
